Source,Source City,Source Country,Target,Target City,Target Country,Weight
SYD,Sydney (AU),Australia,MEL,Melbourne (AU),Australia,18518
SYD,Sydney (AU),Australia,TMW,Tamworth,Australia,1450
SYD,Sydney (AU),Australia,WGA,Wagga Wagga,Australia,200
TMW,Tamworth,Australia,SYD,Sydney (AU),Australia,1500
TSV,Townsville,Australia,BNE,Brisbane,Australia,13320
WGA,Wagga Wagga,Australia,SYD,Sydney (AU),Australia,200
MEL,Melbourne (AU),Australia,BWT,Burnie,Australia,3492
MEL,Melbourne (AU),Australia,CBR,Canberra,Australia,106
MEL,Melbourne (AU),Australia,PER,Perth,Australia,1845
MEL,Melbourne (AU),Australia,PER,Perth,Australia,1603
NAA,Narrabri,Australia,MRZ,Moree,Australia,2088
NTL,Newcastle (AU),Australia,OOL,Gold Coast,Australia,1152
OOL,Gold Coast,Australia,NTL,Newcastle (AU),Australia,1296
PER,Perth,Australia,BME,Broome,Australia,2052
PER,Perth,Australia,KGI,Kalgoorlie-Boulder,Australia,2560
PER,Perth,Australia,KTA,Karratha,Australia,516
PER,Perth,Australia,SYD,Sydney (AU),Australia,4220
SYD,Sydney (AU),Australia,ARM,Armidale,Australia,2736
PBO,Paraburdoo,Australia,ZNE,Newman,Australia,870
PER,Perth,Australia,KGI,Kalgoorlie-Boulder,Australia,5088
PER,Perth,Australia,MEL,Melbourne (AU),Australia,2050
PER,Perth,Australia,MEL,Melbourne (AU),Australia,1603
PPP,Proserpine,Australia,BNE,Brisbane,Australia,2356
SYD,Sydney (AU),Australia,BNE,Brisbane,Australia,5910
SYD,Sydney (AU),Australia,CBR,Canberra,Australia,318
SYD,Sydney (AU),Australia,HTI,Hamilton Island,Australia,212
SYD,Sydney (AU),Australia,MEL,Melbourne (AU),Australia,5580
SYD,Sydney (AU),Australia,PER,Perth,Australia,3798
ADL,Adelaide,Australia,ASP,Alice Springs,Australia,2332
ADL,Adelaide,Australia,MEL,Melbourne (AU),Australia,23220
ADL,Adelaide,Australia,PER,Perth,Australia,2968
ASP,Alice Springs,Australia,ADL,Adelaide,Australia,2332
ASP,Alice Springs,Australia,DRW,Darwin,Australia,988
AYQ,Ayers Rock,Australia,SYD,Sydney (AU),Australia,4240
BDB,Bundaberg,Australia,BNE,Brisbane,Australia,3348
BNE,Brisbane,Australia,BDB,Bundaberg,Australia,3492
BNE,Brisbane,Australia,GLT,Gladstone,Australia,6150
BNE,Brisbane,Australia,MEL,Melbourne (AU),Australia,4240
CNS,Cairns,Australia,DRW,Darwin,Australia,3286
CNS,Cairns,Australia,HTI,Hamilton Island,Australia,1116
DRW,Darwin,Australia,ASP,Alice Springs,Australia,836
DRW,Darwin,Australia,CNS,Cairns,Australia,3286
DRW,Darwin,Australia,PER,Perth,Australia,1419
GLT,Gladstone,Australia,BNE,Brisbane,Australia,8000
HTI,Hamilton Island,Australia,CNS,Cairns,Australia,1116
HTI,Hamilton Island,Australia,MEL,Melbourne (AU),Australia,106
MEL,Melbourne (AU),Australia,ADL,Adelaide,Australia,24897
MEL,Melbourne (AU),Australia,BNE,Brisbane,Australia,5724
MEL,Melbourne (AU),Australia,HTI,Hamilton Island,Australia,106
MEL,Melbourne (AU),Australia,SYD,Sydney (AU),Australia,4386
PER,Perth,Australia,ADL,Adelaide,Australia,2756
PER,Perth,Australia,DRW,Darwin,Australia,1419
PER,Perth,Australia,ZNE,Newman,Australia,380
SYD,Sydney (AU),Australia,AYQ,Ayers Rock,Australia,4240
SYD,Sydney (AU),Australia,MEL,Melbourne (AU),Australia,5676
ADL,Adelaide,Australia,MEL,Melbourne (AU),Australia,18180
ASP,Alice Springs,Australia,CNS,Cairns,Australia,960
ASP,Alice Springs,Australia,MEL,Melbourne (AU),Australia,645
ASP,Alice Springs,Australia,PER,Perth,Australia,256
BNE,Brisbane,Australia,DRW,Darwin,Australia,687
BNE,Brisbane,Australia,ISA,Mount Isa,Australia,4104
ADL,Adelaide,Australia,ASP,Alice Springs,Australia,1161
ASP,Alice Springs,Australia,ADL,Adelaide,Australia,1161
ASP,Alice Springs,Australia,CNS,Cairns,Australia,912
ASP,Alice Springs,Australia,MEL,Melbourne (AU),Australia,2332
BKQ,Blackall,Australia,LRE,Longreach,Australia,200
BNE,Brisbane,Australia,BKQ,Blackall,Australia,200
BNE,Brisbane,Australia,EMD,Emerald,Australia,2088
BNE,Brisbane,Australia,SYD,Sydney (AU),Australia,22140
CBR,Canberra,Australia,MEL,Melbourne (AU),Australia,27993
BNE,Brisbane,Australia,NTL,Newcastle (AU),Australia,1836
BNE,Brisbane,Australia,RMA,Roma,Australia,1116
BNE,Brisbane,Australia,ROK,Rockhampton,Australia,10062
CBR,Canberra,Australia,SYD,Sydney (AU),Australia,17000
CNS,Cairns,Australia,ASP,Alice Springs,Australia,960
DRW,Darwin,Australia,BNE,Brisbane,Australia,687
CNS,Cairns,Australia,ASP,Alice Springs,Australia,912
CNS,Cairns,Australia,GOV,Gove,Australia,696
DRW,Darwin,Australia,SYD,Sydney (AU),Australia,645
EMD,Emerald,Australia,BNE,Brisbane,Australia,2772
GOV,Gove,Australia,CNS,Cairns,Australia,696
ISA,Mount Isa,Australia,BNE,Brisbane,Australia,4104
MEL,Melbourne (AU),Australia,ADL,Adelaide,Australia,18720
MEL,Melbourne (AU),Australia,ASP,Alice Springs,Australia,645
MEL,Melbourne (AU),Australia,OOL,Gold Coast,Australia,15444
MEL,Melbourne (AU),Australia,SYD,Sydney (AU),Australia,848
NTL,Newcastle (AU),Australia,BNE,Brisbane,Australia,1980
OOL,Gold Coast,Australia,MEL,Melbourne (AU),Australia,15444
OOL,Gold Coast,Australia,SYD,Sydney (AU),Australia,4664
MEL,Melbourne (AU),Australia,ASP,Alice Springs,Australia,2332
MEL,Melbourne (AU),Australia,CBR,Canberra,Australia,24768
MEL,Melbourne (AU),Australia,OOL,Gold Coast,Australia,516
PER,Perth,Australia,ASP,Alice Springs,Australia,512
RMA,Roma,Australia,BNE,Brisbane,Australia,1116
ROK,Rockhampton,Australia,BNE,Brisbane,Australia,10062
SYD,Sydney (AU),Australia,CBR,Canberra,Australia,17000
OOL,Gold Coast,Australia,MEL,Melbourne (AU),Australia,516
PER,Perth,Australia,SYD,Sydney (AU),Australia,6942
PQQ,Port Macquarie,Australia,SYD,Sydney (AU),Australia,4644
ROK,Rockhampton,Australia,GLT,Gladstone,Australia,612
SYD,Sydney (AU),Australia,ARM,Armidale,Australia,50
SYD,Sydney (AU),Australia,MEL,Melbourne (AU),Australia,1060
SYD,Sydney (AU),Australia,OOL,Gold Coast,Australia,4558
SYD,Sydney (AU),Australia,TSV,Townsville,Australia,4446
TSV,Townsville,Australia,SYD,Sydney (AU),Australia,4446
SYD,Sydney (AU),Australia,BNE,Brisbane,Australia,22755
SYD,Sydney (AU),Australia,DRW,Darwin,Australia,645
SYD,Sydney (AU),Australia,NAA,Narrabri,Australia,2088
SYD,Sydney (AU),Australia,PER,Perth,Australia,6942
SYD,Sydney (AU),Australia,PQQ,Port Macquarie,Australia,4644
ADL,Adelaide,Australia,SYD,Sydney (AU),Australia,12642
BDB,Bundaberg,Australia,BNE,Brisbane,Australia,200
BKQ,Blackall,Australia,LRE,Longreach,Australia,324
BME,Broome,Australia,PER,Perth,Australia,1548
BNE,Brisbane,Australia,BDB,Bundaberg,Australia,200
BNE,Brisbane,Australia,CFS,Coffs Harbour,Australia,1116
BNE,Brisbane,Australia,SYD,Sydney (AU),Australia,5300
CBR,Canberra,Australia,SYD,Sydney (AU),Australia,180
CFS,Coffs Harbour,Australia,BNE,Brisbane,Australia,1116
CNS,Cairns,Australia,WEI,Weipa,Australia,36
KTA,Karratha,Australia,PER,Perth,Australia,608
MCY,Sunshine Coast,Australia,MEL,Melbourne (AU),Australia,3627
MEL,Melbourne (AU),Australia,CNS,Cairns,Australia,5580
MEL,Melbourne (AU),Australia,MCY,Sunshine Coast,Australia,3627
MEL,Melbourne (AU),Australia,PER,Perth,Australia,8643
NTL,Newcastle (AU),Australia,SYD,Sydney (AU),Australia,972
PER,Perth,Australia,BME,Broome,Australia,1548
PER,Perth,Australia,KTA,Karratha,Australia,608
PER,Perth,Australia,MEL,Melbourne (AU),Australia,9288
SYD,Sydney (AU),Australia,ADL,Adelaide,Australia,13932
SYD,Sydney (AU),Australia,BNE,Brisbane,Australia,6360
SYD,Sydney (AU),Australia,CBR,Canberra,Australia,180
SYD,Sydney (AU),Australia,NTL,Newcastle (AU),Australia,972
WEI,Weipa,Australia,CNS,Cairns,Australia,36
ZNE,Newman,Australia,PBO,Paraburdoo,Australia,512
ADL,Adelaide,Australia,PER,Perth,Australia,10707
AYQ,Ayers Rock,Australia,PER,Perth,Australia,1368
BNE,Brisbane,Australia,GLT,Gladstone,Australia,1548
CFS,Coffs Harbour,Australia,NTL,Newcastle (AU),Australia,972
CNS,Cairns,Australia,DRW,Darwin,Australia,76
CTL,Charleville,Australia,RMA,Roma,Australia,1116
DRW,Darwin,Australia,CNS,Cairns,Australia,228
GLT,Gladstone,Australia,BNE,Brisbane,Australia,2304
LRE,Longreach,Australia,BNE,Brisbane,Australia,150
NTL,Newcastle (AU),Australia,CFS,Coffs Harbour,Australia,972
OOL,Gold Coast,Australia,SYD,Sydney (AU),Australia,2255
PER,Perth,Australia,ADL,Adelaide,Australia,10191
PER,Perth,Australia,AYQ,Ayers Rock,Australia,1216
RMA,Roma,Australia,CTL,Charleville,Australia,1116
SYD,Sydney (AU),Australia,OOL,Gold Coast,Australia,2255
SYD,Sydney (AU),Australia,WGA,Wagga Wagga,Australia,4860
WGA,Wagga Wagga,Australia,SYD,Sydney (AU),Australia,4860
ADL,Adelaide,Australia,DRW,Darwin,Australia,3870
AYQ,Ayers Rock,Australia,CNS,Cairns,Australia,1064
BNE,Brisbane,Australia,BCI,Barcaldine,Australia,504
BNE,Brisbane,Australia,HTI,Hamilton Island,Australia,684
BNE,Brisbane,Australia,MEL,Melbourne (AU),Australia,8385
BNE,Brisbane,Australia,PER,Perth,Australia,11160
BNE,Brisbane,Australia,ROK,Rockhampton,Australia,828
BNE,Brisbane,Australia,SYD,Sydney (AU),Australia,37098
CBR,Canberra,Australia,SYD,Sydney (AU),Australia,5580
CNS,Cairns,Australia,AYQ,Ayers Rock,Australia,1216
DRW,Darwin,Australia,ADL,Adelaide,Australia,3870
HTI,Hamilton Island,Australia,BNE,Brisbane,Australia,684
HTI,Hamilton Island,Australia,MEL,Melbourne (AU),Australia,1419
KGI,Kalgoorlie-Boulder,Australia,PER,Perth,Australia,228
MEL,Melbourne (AU),Australia,BNE,Brisbane,Australia,14319
MEL,Melbourne (AU),Australia,HTI,Hamilton Island,Australia,1419
MEL,Melbourne (AU),Australia,SYD,Sydney (AU),Australia,91142
OOL,Gold Coast,Australia,SYD,Sydney (AU),Australia,16259
PER,Perth,Australia,BNE,Brisbane,Australia,11160
PER,Perth,Australia,KGI,Kalgoorlie-Boulder,Australia,228
PER,Perth,Australia,SYD,Sydney (AU),Australia,16020
ROK,Rockhampton,Australia,BNE,Brisbane,Australia,216
SYD,Sydney (AU),Australia,BNE,Brisbane,Australia,37098
SYD,Sydney (AU),Australia,CBR,Canberra,Australia,5580
SYD,Sydney (AU),Australia,MEL,Melbourne (AU),Australia,91600
SYD,Sydney (AU),Australia,OOL,Gold Coast,Australia,16259
SYD,Sydney (AU),Australia,PER,Perth,Australia,16200
ABX,Albury,Australia,SYD,Sydney (AU),Australia,540
ADL,Adelaide,Australia,BNE,Brisbane,Australia,540
ADL,Adelaide,Australia,OOL,Gold Coast,Australia,636
ASP,Alice Springs,Australia,SYD,Sydney (AU),Australia,129
BME,Broome,Australia,PER,Perth,Australia,720
BNE,Brisbane,Australia,ADL,Adelaide,Australia,1080
CNS,Cairns,Australia,SYD,Sydney (AU),Australia,540
DBO,Dubbo,Australia,SYD,Sydney (AU),Australia,5148
OOL,Gold Coast,Australia,ADL,Adelaide,Australia,636
PER,Perth,Australia,BME,Broome,Australia,720
SYD,Sydney (AU),Australia,ABX,Albury,Australia,540
SYD,Sydney (AU),Australia,ASP,Alice Springs,Australia,129
SYD,Sydney (AU),Australia,CNS,Cairns,Australia,540
SYD,Sydney (AU),Australia,DBO,Dubbo,Australia,5148
BNE,Brisbane,Australia,TSV,Townsville,Australia,2700
TSV,Townsville,Australia,BNE,Brisbane,Australia,2700
BDD,Badu Island,Australia,KUG,Kubin Island,Australia,540
KUG,Kubin Island,Australia,HID,Horn Island,Australia,540
CNC,Coconut Island,Australia,SYU,Warraber Island,Australia,380
SYU,Warraber Island,Australia,CNC,Coconut Island,Australia,260
GIC,Boigu Island,Australia,SBR,Saibai Island,Australia,360
SBR,Saibai Island,Australia,GIC,Boigu Island,Australia,180
HID,Horn Island,Australia,SYU,Warraber Island,Australia,260
SYU,Warraber Island,Australia,HID,Horn Island,Australia,380
BDD,Badu Island,Australia,GIC,Boigu Island,Australia,100
HID,Horn Island,Australia,SBR,Saibai Island,Australia,180
SBR,Saibai Island,Australia,HID,Horn Island,Australia,360
HID,Horn Island,Australia,MYI,Murray Island,Australia,260
MYI,Murray Island,Australia,HID,Horn Island,Australia,380
MYI,Murray Island,Australia,NLF,Darnley Island,Australia,260
NLF,Darnley Island,Australia,MYI,Murray Island,Australia,380
HID,Horn Island,Australia,BDD,Badu Island,Australia,640
HID,Horn Island,Australia,NLF,Darnley Island,Australia,380
NLF,Darnley Island,Australia,HID,Horn Island,Australia,100
CNC,Coconut Island,Australia,XMY,Yam Island,Australia,260
GIC,Boigu Island,Australia,HID,Horn Island,Australia,180
HID,Horn Island,Australia,GIC,Boigu Island,Australia,260
XMY,Yam Island,Australia,CNC,Coconut Island,Australia,380
HID,Horn Island,Australia,XMY,Yam Island,Australia,380
NLF,Darnley Island,Australia,OKR,Yorke Island,Australia,160
XMY,Yam Island,Australia,HID,Horn Island,Australia,260
OKR,Yorke Island,Australia,HID,Horn Island,Australia,160
ADL,Adelaide,Australia,PLO,Port Lincoln,Australia,2160
PLO,Port Lincoln,Australia,ADL,Adelaide,Australia,2176
ADL,Adelaide,Australia,PUG,Port Augusta,Australia,414
PUG,Port Augusta,Australia,ADL,Adelaide,Australia,414
SYD,Sydney (AU),Australia,MEL,Melbourne (AU),Australia,25110
BME,Broome,Australia,KNX,Kununurra,Australia,1860
KNX,Kununurra,Australia,BME,Broome,Australia,1860
DRW,Darwin,Australia,KTR,Katherine,Australia,437
DRW,Darwin,Australia,MNG,Maningrida,Australia,1026
KTR,Katherine,Australia,DRW,Darwin,Australia,437
MNG,Maningrida,Australia,DRW,Darwin,Australia,1026
GOV,Gove,Australia,GTE,Groote Eylandt,Australia,660
GTE,Groote Eylandt,Australia,GOV,Gove,Australia,660
ASP,Alice Springs,Australia,TCA,Tennant Creek,Australia,437
KTR,Katherine,Australia,TCA,Tennant Creek,Australia,437
TCA,Tennant Creek,Australia,ASP,Alice Springs,Australia,437
TCA,Tennant Creek,Australia,KTR,Katherine,Australia,437
DRW,Darwin,Australia,GOV,Gove,Australia,660
GOV,Gove,Australia,DRW,Darwin,Australia,660
DRW,Darwin,Australia,KNX,Kununurra,Australia,2130
KNX,Kununurra,Australia,DRW,Darwin,Australia,2130
MEL,Melbourne (AU),Australia,SYD,Sydney (AU),Australia,10757
SYD,Sydney (AU),Australia,MEL,Melbourne (AU),Australia,10757
MEL,Melbourne (AU),Australia,MGB,Mount Gambier,Australia,1615
MGB,Mount Gambier,Australia,MEL,Melbourne (AU),Australia,1615
ADL,Adelaide,Australia,MGB,Mount Gambier,Australia,1976
MGB,Mount Gambier,Australia,ADL,Adelaide,Australia,1976
ADL,Adelaide,Australia,WYA,Whyalla,Australia,2052
WYA,Whyalla,Australia,ADL,Adelaide,Australia,2052
ADL,Adelaide,Australia,MQL,Mildura,Australia,500
MQL,Mildura,Australia,ADL,Adelaide,Australia,500
GET,Geraldton (AU),Australia,PER,Perth,Australia,4300
LER,Leinster,Australia,LNO,Leonora,Australia,200
LNO,Leonora,Australia,LER,Leinster,Australia,500
PER,Perth,Australia,GET,Geraldton (AU),Australia,4500
PER,Perth,Australia,LVO,Laverton,Australia,100
LVO,Laverton,Australia,LNO,Leonora,Australia,100
CVQ,Carnarvon,Australia,LEA,Learmonth,Australia,200
LEA,Learmonth,Australia,CVQ,Carnarvon,Australia,200
MJK,Monkey Mia,Australia,LEA,Learmonth,Australia,450
PER,Perth,Australia,MJK,Monkey Mia,Australia,800
ALH,Albany,Australia,PER,Perth,Australia,2900
MJK,Monkey Mia,Australia,CVQ,Carnarvon,Australia,350
PER,Perth,Australia,ALH,Albany,Australia,2900
KGI,Kalgoorlie-Boulder,Australia,PER,Perth,Australia,1600
PER,Perth,Australia,KGI,Kalgoorlie-Boulder,Australia,1600
CVQ,Carnarvon,Australia,PER,Perth,Australia,1050
PER,Perth,Australia,CVQ,Carnarvon,Australia,200
LEA,Learmonth,Australia,PER,Perth,Australia,1100
LER,Leinster,Australia,PER,Perth,Australia,550
PER,Perth,Australia,LEA,Learmonth,Australia,850
PER,Perth,Australia,LER,Leinster,Australia,250
CVQ,Carnarvon,Australia,GET,Geraldton (AU),Australia,500
GET,Geraldton (AU),Australia,CVQ,Carnarvon,Australia,1000
EPR,Esperance,Australia,PER,Perth,Australia,2300
LEA,Learmonth,Australia,GET,Geraldton (AU),Australia,250
PER,Perth,Australia,EPR,Esperance,Australia,2300
GET,Geraldton (AU),Australia,MJK,Monkey Mia,Australia,50
MJK,Monkey Mia,Australia,GET,Geraldton (AU),Australia,50
LNO,Leonora,Australia,PER,Perth,Australia,450
PER,Perth,Australia,LNO,Leonora,Australia,650
MEL,Melbourne (AU),Australia,SYD,Sydney (AU),Australia,775
SYD,Sydney (AU),Australia,MEL,Melbourne (AU),Australia,775
ADL,Adelaide,Australia,WYA,Whyalla,Australia,1178
NRA,Narrandera,Australia,SYD,Sydney (AU),Australia,972
SYD,Sydney (AU),Australia,NRA,Narrandera,Australia,1944
SYD,Sydney (AU),Australia,WGA,Wagga Wagga,Australia,3060
WGA,Wagga Wagga,Australia,SYD,Sydney (AU),Australia,3060
WYA,Whyalla,Australia,ADL,Adelaide,Australia,1178
ADL,Adelaide,Australia,MGB,Mount Gambier,Australia,950
MGB,Mount Gambier,Australia,ADL,Adelaide,Australia,950
ABX,Albury,Australia,SYD,Sydney (AU),Australia,3204
ADL,Adelaide,Australia,OLP,Olympic Dam,Australia,2772
BHS,Bathurst (AU),Australia,SYD,Sydney (AU),Australia,1539
OLP,Olympic Dam,Australia,ADL,Adelaide,Australia,2772
SYD,Sydney (AU),Australia,ABX,Albury,Australia,3204
SYD,Sydney (AU),Australia,BHS,Bathurst (AU),Australia,1539
DPO,Devonport,Australia,MEL,Melbourne (AU),Australia,1116
MEL,Melbourne (AU),Australia,DPO,Devonport,Australia,1116
ADL,Adelaide,Australia,CED,Ceduna,Australia,741
BNK,Ballina,Australia,SYD,Sydney (AU),Australia,1116
CED,Ceduna,Australia,ADL,Adelaide,Australia,741
KNS,King Island,Australia,MEL,Melbourne (AU),Australia,144
MEL,Melbourne (AU),Australia,KNS,King Island,Australia,144
MYA,Moruya,Australia,SYD,Sydney (AU),Australia,1944
SYD,Sydney (AU),Australia,BNK,Ballina,Australia,2232
SYD,Sydney (AU),Australia,MYA,Moruya,Australia,288
MEL,Melbourne (AU),Australia,WGA,Wagga Wagga,Australia,437
SYD,Sydney (AU),Australia,MIM,Merimbula,Australia,1656
WGA,Wagga Wagga,Australia,MEL,Melbourne (AU),Australia,437
GFF,Griffith,Australia,MQL,Mildura,Australia,612
MEL,Melbourne (AU),Australia,MIM,Merimbula,Australia,494
MIM,Merimbula,Australia,MEL,Melbourne (AU),Australia,494
MQL,Mildura,Australia,GFF,Griffith,Australia,612
KNS,King Island,Australia,MEL,Melbourne (AU),Australia,513
MEL,Melbourne (AU),Australia,KNS,King Island,Australia,513
ADL,Adelaide,Australia,PLO,Port Lincoln,Australia,5148
BNK,Ballina,Australia,LSY,Lismore,Australia,2232
LSY,Lismore,Australia,BNK,Ballina,Australia,1116
PLO,Port Lincoln,Australia,ADL,Adelaide,Australia,5148
DBO,Dubbo,Australia,SYD,Sydney (AU),Australia,3888
SYD,Sydney (AU),Australia,DBO,Dubbo,Australia,3888
ABX,Albury,Australia,MEL,Melbourne (AU),Australia,2916
LSY,Lismore,Australia,SYD,Sydney (AU),Australia,2916
MGB,Mount Gambier,Australia,PTJ,Portland (AU),Australia,1026
MEL,Melbourne (AU),Australia,ABX,Albury,Australia,2916
CBR,Canberra,Australia,MEL,Melbourne (AU),Australia,2376
CBR,Canberra,Australia,SYD,Sydney (AU),Australia,6156
MEL,Melbourne (AU),Australia,CBR,Canberra,Australia,2700
PTJ,Portland (AU),Australia,MGB,Mount Gambier,Australia,950
SYD,Sydney (AU),Australia,LSY,Lismore,Australia,1800
SYD,Sydney (AU),Australia,CBR,Canberra,Australia,6732
BWT,Burnie,Australia,MEL,Melbourne (AU),Australia,1116
MEL,Melbourne (AU),Australia,BWT,Burnie,Australia,1116
ABX,Albury,Australia,WGA,Wagga Wagga,Australia,2088
ADL,Adelaide,Australia,KGC,Kingscote,Australia,513
BHQ,Broken Hill,Australia,DBO,Dubbo,Australia,972
DBO,Dubbo,Australia,BHQ,Broken Hill,Australia,972
KGC,Kingscote,Australia,ADL,Adelaide,Australia,513
WGA,Wagga Wagga,Australia,ABX,Albury,Australia,2088
ADL,Adelaide,Australia,MGB,Mount Gambier,Australia,1116
BHS,Bathurst (AU),Australia,PKE,Parkes,Australia,1539
MEL,Melbourne (AU),Australia,MQL,Mildura,Australia,2916
MGB,Mount Gambier,Australia,ADL,Adelaide,Australia,1116
MIM,Merimbula,Australia,MYA,Moruya,Australia,1944
MQL,Mildura,Australia,MEL,Melbourne (AU),Australia,2916
MYA,Moruya,Australia,MIM,Merimbula,Australia,288
PKE,Parkes,Australia,BHS,Bathurst (AU),Australia,1539
ADL,Adelaide,Australia,BHQ,Broken Hill,Australia,1463
ADL,Adelaide,Australia,KGC,Kingscote,Australia,1260
BHQ,Broken Hill,Australia,ADL,Adelaide,Australia,1463
KGC,Kingscote,Australia,ADL,Adelaide,Australia,1260
OAG,Orange,Australia,SYD,Sydney (AU),Australia,3420
SYD,Sydney (AU),Australia,OAG,Orange,Australia,3564
GFF,Griffith,Australia,NRA,Narrandera,Australia,972
MEL,Melbourne (AU),Australia,PTJ,Portland (AU),Australia,950
NRA,Narrandera,Australia,GFF,Griffith,Australia,1944
PTJ,Portland (AU),Australia,MEL,Melbourne (AU),Australia,1026
GFF,Griffith,Australia,SYD,Sydney (AU),Australia,2556
MEL,Melbourne (AU),Australia,MGB,Mount Gambier,Australia,589
MGB,Mount Gambier,Australia,MEL,Melbourne (AU),Australia,589
SYD,Sydney (AU),Australia,GFF,Griffith,Australia,1584
ADL,Adelaide,Australia,CPD,Coober Pedy,Australia,418
ADL,Adelaide,Australia,WYA,Whyalla,Australia,828
CBR,Canberra,Australia,TGN,Traralgon,Australia,972
CPD,Coober Pedy,Australia,ADL,Adelaide,Australia,418
TGN,Traralgon,Australia,CBR,Canberra,Australia,972
WYA,Whyalla,Australia,ADL,Adelaide,Australia,828
